Hyperlink,URL,Title,Page Power,Size,Words,Modified,Match Words,Match Percentage,Match Pages,Match Words (with common),Match Percentage (with common),Match Pages (with common),Broken Links Out,Links Out,Links In,Skip Reason,Redirected to
https://abadisparsian.com/official-institutions-of-sending-students/,official-institutions-of-sending-students/,https://abadisparsian.com/official-institutions-of-sending-students,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,HTTP Header Redirect ,https://abadisparsian.com/official-institutions-of-sending-students
https://abadisparsian.com/bashkir-university,bashkir-university,دانشگاه باشکیر روسیه - شرایط تحصیل و پذیرش | آبادیس پارسیان,30,206,"1,512","11:55, 4 Jul, 2025",310,21%,13,597,39%,33,0,49,0,,
https://abadisparsian.com/irkutsk-state-university,irkutsk-state-university,دانشگاه ایرکوتسک روسیه - تحصیل در دانشگاه ایرکوتسک | آبادیس پارسیان,30,148,"1,511","11:55, 4 Jul, 2025",34,2%,2,338,22%,13,0,49,0,,
https://abadisparsian.com/astarakhan-state-university,astarakhan-state-university,دانشگاه آستراخان روسیه - شرایط پذیرش دانشجو | آبادیس پارسیان,30,85,"1,177","11:55, 4 Jul, 2025",20,2%,1,56,5%,6,0,3,0,,
https://abadisparsian.com/advantages-of-studying-in-russia,advantages-of-studying-in-russia,از مزایای تحصیل در روسیه چه می دانید؟ راهنمای کامل | مجله آبادیس,4,146,"1,821","11:55, 4 Jul, 2025",102,6%,8,394,22%,12,0,48,3,,
https://abadisparsian.com/the-best-universities-in-russia,the-best-universities-in-russia,معرفی ۱۵ دانشگاه برتر روسیه - بهترین دانشگاه برای تحصیل در روسیه |‌ آبادیس پارسیان,4,153,"2,340","11:55, 4 Jul, 2025",83,4%,3,368,16%,5,0,49,7,,
https://abadisparsian.com/file/Semashko/file-02.docx,file/Semashko/file-02.docx,,4,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/cost-of-student-living-in-russia/,cost-of-student-living-in-russia/,https://abadisparsian.com/cost-of-student-living-in-russia,12,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,2,HTTP Header Redirect ,https://abadisparsian.com/cost-of-student-living-in-russia
https://abadisparsian.com/samara-univeresitiy,samara-univeresitiy,دانشگاه سامارا روسیه - تحصیل در دانشگاه ملی تحقیقاتی سامارا | آبادیس پارسیان,3,145,"1,765","11:55, 4 Jul, 2025",19,1%,1,362,21%,5,0,48,1,,
https://abadisparsian.com/say-hello-to-russian,say-hello-to-russian,سلام کردن به روسی - رسمی یا غیر رسمی کدام بهتر است؟ | آبادیس پارسیان,3,141,"1,614","11:55, 4 Jul, 2025",75,5%,7,374,23%,34,0,48,3,,
https://abadisparsian.com/the-best-stores-in-russia-for-iranians,the-best-stores-in-russia-for-iranians,بهترین فروشگاه های روسیه - بهترین غذاهای روسی برای ایرانی ها | آبادیس پارسیان,3,147,"1,863","11:55, 4 Jul, 2025",78,4%,9,372,20%,22,0,50,2,,
